,MT_002,MT_004,MT_005,MT_006,MT_008
2013-06-23 12:00:00,42.3186344238976,142.78455284552825,35.36585365853658,217.26190476190476,288.72053872053874
2013-06-23 13:00:00,40.54054054054055,94.00406504065054,36.28048780487805,196.42857142857125,228.956228956229
2013-06-23 14:00:00,36.09530583214793,89.93902439024387,43.29268292682922,156.25,191.077441077441
2013-06-23 15:00:00,33.25035561877667,88.41463414634154,30.487804878048777,146.57738095238074,192.76094276094275
2013-06-23 16:00:00,32.18349928876243,92.98780487804875,29.878048780487823,132.44047619047626,214.6464646464645
2013-06-23 17:00:00,33.428165007112376,77.7439024390244,25.609756097560975,136.160714285714,210.4377104377105
2013-06-23 18:00:00,39.47368421052627,87.90650406504062,25.0,130.20833333333326,235.69023569023574
2013-06-23 19:00:00,41.07396870554765,96.0365853658537,30.182926829268276,131.6964285714285,239.057239057239
2013-06-23 20:00:00,42.3186344238976,99.5934959349593,29.878048780487802,151.04166666666674,240.740740740741
2013-06-23 21:00:00,39.4736842105263,114.83739837398375,34.14634146341463,171.875,251.68350168350202
2013-06-23 22:00:00,31.827880512091028,126.5243902439025,44.2073170731707,186.75595238095224,263.4680134680132
2013-06-23 23:00:00,30.761024182076802,114.329268292683,45.12195121951217,177.08333333333348,234.006734006734
2013-06-24 00:00:00,30.405405405405425,110.7723577235775,40.243902439024374,150.29761904761926,236.53198653198675
2013-06-24 01:00:00,26.137980085348527,102.64227642276433,35.06097560975608,118.30357142857176,204.5454545454545
2013-06-24 02:00:00,23.2930298719772,90.44715447154469,29.5731707317073,109.37500000000026,180.97643097643126
2013-06-24 03:00:00,23.4708392603129,81.80894308943087,28.963414634146325,106.3988095238095,217.17171717171726
2013-06-24 04:00:00,23.648648648648624,70.63008130081303,28.65853658536585,103.42261904761918,189.39393939393926
2013-06-24 05:00:00,24.182076813655776,63.00813008130082,26.829268292682926,97.470238095238,196.12794612794602
2013-06-24 06:00:00,33.60597439544807,54.369918699187,21.64634146341465,91.5178571428571,160.774410774411
2013-06-24 07:00:00,40.18492176386915,71.1382113821138,23.47560975609755,131.6964285714285,187.71043771043801
2013-06-24 08:00:00,41.251778093883374,89.9390243902439,26.219512195121926,146.577380952381,207.91245791245825
2013-06-24 09:00:00,40.71834992887625,79.26829268292683,25.0,165.1785714285715,246.63299663299676
2013-06-24 10:00:00,22.7596017069701,83.33333333333333,28.35365853658535,161.45833333333326,294.61279461279474
2013-06-24 11:00:00,32.539118065433875,103.65853658536571,40.548780487804876,183.779761904762,297.979797979798
2013-06-24 12:00:00,33.428165007112376,109.24796747967474,38.109756097560975,206.84523809523824,310.6060606060605
2013-06-24 13:00:00,37.87339971550497,105.1829268292684,37.49999999999997,169.64285714285725,276.0942760942762
2013-06-24 14:00:00,34.139402560455196,95.52845528455288,39.0243902439024,191.96428571428575,274.4107744107745
2013-06-24 15:00:00,33.4281650071124,95.52845528455295,41.76829268292683,166.66666666666674,281.98653198653176
2013-06-24 16:00:00,31.47226173541965,83.33333333333334,36.58536585365855,159.97023809523824,275.252525252525
2013-06-24 17:00:00,18.669985775248897,96.03658536585372,39.02439024390245,160.71428571428575,268.51851851851876
2013-06-24 18:00:00,23.47083926031295,105.18292682926835,43.59756097560975,166.66666666666674,288.720538720539
2013-06-24 19:00:00,26.4935988620199,126.5243902439025,50.3048780487805,192.70833333333326,360.2693602693603
2013-06-24 20:00:00,34.139402560455196,119.91869918699174,53.048780487804876,218.00595238095224,331.64983164983175
2013-06-24 21:00:00,30.2275960170697,123.9837398373985,44.817073170731696,244.791666666667,278.61952861952875
2013-06-24 22:00:00,17.780938833570403,142.78455284552825,52.13414634146343,229.16666666666674,308.08080808080797
2013-06-24 23:00:00,17.958748221906127,126.5243902439025,52.4390243902439,207.5892857142855,279.4612794612795
2013-06-25 00:00:00,14.75817923186345,112.8048780487805,44.20731707317073,162.20238095238074,238.2154882154885
2013-06-25 01:00:00,8.890469416785198,94.00406504065047,35.06097560975608,148.06547619047626,212.121212121212
2013-06-25 02:00:00,4.97866287339972,87.90650406504062,30.79268292682925,115.32738095238099,202.861952861953
2013-06-25 03:00:00,4.97866287339972,81.30081300813008,33.23170731707317,115.32738095238125,241.58249158249174
2013-06-25 04:00:00,6.0455192034139404,76.21951219512198,34.451219512195124,104.91071428571425,212.962962962963
2013-06-25 05:00:00,6.40113798008535,65.04065040650404,31.09756097560975,100.44642857142857,202.861952861953
2013-06-25 06:00:00,17.2475106685633,57.92682926829273,23.78048780487805,101.93452380952385,175.925925925926
2013-06-25 07:00:00,23.47083926031295,79.26829268292683,32.0121951219512,146.57738095238074,222.222222222222
2013-06-25 08:00:00,26.137980085348524,82.82520325203251,32.6219512195122,165.922619047619,234.006734006734
2013-06-25 09:00:00,41.2517780938834,76.21951219512195,40.85365853658535,151.7857142857145,271.04377104377073
2013-06-25 10:00:00,38.94025604551917,82.8252032520325,39.6341463414634,160.71428571428575,254.20875420875427
2013-06-25 11:00:00,37.16216216216215,85.3658536585366,44.2073170731707,182.29166666666674,266.83501683501675
2013-06-25 12:00:00,35.2062588904694,109.24796747967483,46.951219512195095,199.404761904762,304.7138047138045
2013-06-25 13:00:00,33.783783783783804,102.13414634146348,50.609756097560975,181.547619047619,282.82828282828274
2013-06-25 14:00:00,30.4054054054054,88.41463414634144,56.40243902439025,184.5238095238095,284.5117845117845
2013-06-25 15:00:00,29.8719772403983,95.02032520325204,52.43902439024393,169.642857142857,320.707070707071
2013-06-25 16:00:00,30.761024182076802,91.97154471544712,52.7439024390244,165.922619047619,329.96632996633
2013-06-25 17:00:00,32.36130867709815,78.760162601626,52.7439024390244,142.85714285714275,304.71380471380473
2013-06-25 18:00:00,40.540540540540576,100.10162601626027,57.01219512195125,169.6428571428575,328.2828282828285
2013-06-25 19:00:00,44.80796586059745,119.410569105691,67.9878048780488,207.589285714286,351.010101010101
2013-06-25 20:00:00,50.32005689900428,132.1138211382115,53.963414634146325,248.51190476190476,307.239057239057
2013-06-25 21:00:00,46.5860597439545,127.54065040650426,55.4878048780488,252.232142857143,302.18855218855197
2013-06-25 22:00:00,38.0512091038407,131.09756097560975,64.02439024390245,270.0892857142858,321.54882154882176
2013-06-25 23:00:00,35.56187766714082,132.62195121951225,64.9390243902439,261.1607142857145,293.77104377104376
2013-06-26 00:00:00,34.6728307254623,110.26422764227658,50.91463414634148,170.3869047619045,257.5757575757575
2013-06-26 01:00:00,27.204836415362728,97.56097560975618,35.670731707317046,145.08928571428575,224.74747474747477
2013-06-26 02:00:00,24.182076813655776,94.51219512195128,32.3170731707317,121.279761904762,209.59595959595976
2013-06-26 03:00:00,24.7155049786629,84.85772357723575,32.3170731707317,119.791666666667,238.215488215488
2013-06-26 04:00:00,25.0711237553343,83.84146341463415,35.0609756097561,116.071428571429,218.855218855219
2013-06-26 05:00:00,25.6045519203414,71.64634146341466,32.92682926829268,110.11904761904755,199.4949494949495
2013-06-26 06:00:00,37.873399715505,53.86178861788618,25.609756097560975,103.42261904761905,180.13468013468
2013-06-26 07:00:00,42.67425320056898,82.3170731707317,29.573170731707325,159.97023809523824,224.747474747475
2013-06-26 08:00:00,43.7411095305832,90.4471544715447,30.79268292682925,196.42857142857125,226.4309764309765
2013-06-26 09:00:00,41.07396870554768,84.85772357723575,35.36585365853657,187.5,279.4612794612795
2013-06-26 10:00:00,39.651493598862,75.71138211382114,50.0,168.15476190476224,297.1380471380472
2013-06-26 11:00:00,38.58463726884777,86.38211382113818,51.524390243902424,173.36309523809524,287.03703703703724
2013-06-26 12:00:00,39.4736842105263,112.29674796747975,46.64634146341465,214.28571428571425,321.5488215488215
2013-06-26 13:00:00,36.62873399715505,90.4471544715447,43.90243902439022,175.595238095238,281.14478114478123
2013-06-26 14:00:00,33.96159317211948,83.33333333333331,55.7926829268293,193.45238095238102,298.82154882154873
2013-06-26 15:00:00,31.294452347083926,87.90650406504065,40.54878048780485,170.38690476190476,297.1380471380472
2013-06-26 16:00:00,32.005689900426745,96.03658536585368,50.609756097560975,157.73809523809524,276.936026936027
2013-06-26 17:00:00,37.873399715504945,90.9552845528455,53.048780487804876,162.202380952381,304.713804713805
2013-06-26 18:00:00,41.6073968705548,102.64227642276433,60.3658536585366,149.55357142857125,328.2828282828285
2013-06-26 19:00:00,44.274537695590354,124.49186991869925,65.8536585365854,218.75,335.858585858586
2013-06-26 20:00:00,49.25320056899005,133.130081300813,61.58536585365855,248.51190476190476,325.75757575757575
2013-06-26 21:00:00,46.23044096728307,131.09756097560975,75.30487804878047,224.70238095238125,313.973063973064
2013-06-26 22:00:00,38.58463726884783,138.21138211382126,84.4512195121951,243.30357142857125,317.34006734006755
2013-06-26 23:00:00,35.5618776671408,133.13008130081275,81.09756097560975,226.19047619047626,305.55555555555577
2013-06-27 00:00:00,32.539118065433854,109.7560975609755,60.975609756097576,173.36309523809524,265.151515151515
2013-06-27 01:00:00,26.493598862019926,98.57723577235785,48.47560975609755,162.9464285714285,240.74074074074076
2013-06-27 02:00:00,23.2930298719772,85.3658536585366,42.378048780487774,139.88095238095224,228.11447811447826
2013-06-27 03:00:00,24.1820768136558,89.43089430894307,43.59756097560975,129.46428571428575,256.73400673400675
2013-06-27 04:00:00,24.00426742532005,78.76016260162602,43.90243902439022,127.23214285714275,232.3232323232325
2013-06-27 05:00:00,24.715504978662874,68.59756097560975,41.15853658536585,110.11904761904758,223.90572390572376
2013-06-27 06:00:00,36.45092460881933,58.4349593495935,41.463414634146325,110.8630952380953,202.861952861953
2013-06-27 07:00:00,40.71834992887625,78.2520325203252,41.4634146341463,150.297619047619,222.22222222222226
2013-06-27 08:00:00,42.8520625889047,98.06910569105698,35.670731707317074,174.8511904761905,225.58922558922575
2013-06-27 09:00:00,41.429587482219105,89.93902439024397,47.256097560975604,165.92261904761926,259.25925925925947
2013-06-27 10:00:00,40.71834992887625,87.39837398373993,50.0,196.42857142857125,299.66329966329977
2013-06-27 11:00:00,39.1180654338549,94.00406504065035,40.548780487804876,202.38095238095224,313.131313131313
2013-06-27 12:00:00,35.2062588904694,109.2479674796749,48.78048780487802,216.517857142857,330.808080808081
2013-06-27 13:00:00,33.25035561877667,98.06910569105692,48.170731707317046,174.8511904761905,308.922558922559
2013-06-27 14:00:00,31.650071123755325,88.41463414634147,53.65853658536588,193.45238095238102,314.8148148148145
2013-06-27 15:00:00,28.805120910384076,84.34959349593493,43.597560975609724,181.54761904761898,310.60606060606074
2013-06-27 16:00:00,31.116642958748226,89.9390243902439,46.64634146341462,178.57142857142875,301.3468013468015
2013-06-27 17:00:00,35.20625889046945,99.08536585365854,49.390243902438996,159.22619047619048,303.87205387205375
2013-06-27 18:00:00,41.42958748221908,104.1666666666666,52.13414634146343,156.25,320.7070707070707
2013-06-27 19:00:00,43.9189189189189,115.85365853658526,67.6829268292683,210.5654761904765,353.53535353535347
2013-06-27 20:00:00,48.1863442389758,138.21138211382126,65.2439024390244,238.83928571428575,338.3838383838383
2013-06-27 21:00:00,45.69701280227598,136.68699186991876,59.756097560975626,240.32738095238125,293.77104377104376
2013-06-27 22:00:00,39.2958748221906,144.81707317073176,74.6951219512195,249.25595238095224,329.96632996633
2013-06-27 23:00:00,38.05120910384068,126.5243902439025,61.890243902439046,227.6785714285715,324.074074074074
2013-06-28 00:00:00,33.6059743954481,102.64227642276423,57.01219512195125,177.08333333333326,278.61952861952875
2013-06-28 01:00:00,25.960170697012828,94.0040650406504,43.902439024390226,148.065476190476,256.73400673400675
2013-06-28 02:00:00,23.470839260312925,92.47967479674796,37.8048780487805,125.74404761904775,223.06397306397326
2013-06-28 03:00:00,23.2930298719772,84.34959349593495,42.07317073170727,118.3035714285715,253.36700336700324
2013-06-28 04:00:00,23.648648648648624,79.26829268292683,40.2439024390244,111.607142857143,223.90572390572376
2013-06-28 05:00:00,24.893314366998602,69.10569105691057,37.49999999999998,112.3511904761905,214.64646464646475
2013-06-28 06:00:00,36.273115220483625,58.943089430894325,28.65853658536585,109.375,189.39393939393975
2013-06-28 07:00:00,40.896159317211946,74.69512195121953,29.878048780487802,147.32142857142875,234.006734006734
2013-06-28 08:00:00,41.6073968705548,88.4146341463415,33.536585365853654,171.1309523809525,268.51851851851876
2013-06-28 09:00:00,41.07396870554768,88.92276422764228,38.109756097560975,188.24404761904776,280.30303030303025
2013-06-28 10:00:00,40.54054054054055,88.92276422764228,42.682926829268276,194.94047619047626,292.08754208754226
2013-06-28 11:00:00,37.873399715505,99.08536585365867,57.621951219512226,229.16666666666674,318.18181818181824
2013-06-28 12:00:00,36.80654338549075,109.24796747967483,63.109756097560975,222.47023809523824,352.69360269360277
2013-06-28 13:00:00,35.73968705547652,102.64227642276435,59.756097560975654,188.98809523809524,321.5488215488215
2013-06-28 14:00:00,31.827880512091028,88.92276422764228,64.02439024390242,183.779761904762,327.4410774410775
2013-06-28 15:00:00,32.18349928876243,93.49593495934957,53.35365853658537,171.1309523809525,324.07407407407425
2013-06-28 16:00:00,35.0284495021337,89.43089430894307,48.170731707317046,177.08333333333348,305.55555555555577
2013-06-28 17:00:00,36.80654338549078,100.1016260162603,55.79268292682925,155.50595238095224,300.50505050505024
2013-06-28 18:00:00,40.18492176386913,111.28048780487802,60.670731707317074,159.97023809523802,329.96632996633
2013-06-28 19:00:00,43.029871977240404,129.57317073170725,82.31707317073167,200.1488095238095,349.32659932659925
2013-06-28 20:00:00,45.69701280227595,138.71951219512223,73.17073170731707,238.83928571428575,334.17508417508424
2013-06-28 21:00:00,44.09672830725462,132.6219512195125,65.54878048780488,226.93452380952374,281.98653198653176
2013-06-28 22:00:00,37.162162162162176,133.638211382114,58.23170731707317,252.9761904761905,340.909090909091
2013-06-28 23:00:00,36.80654338549078,135.16260162601625,58.84146341463415,237.35119047619025,302.18855218855225
2013-06-29 00:00:00,35.73968705547655,106.19918699186982,52.13414634146343,180.80357142857125,278.61952861952875
2013-06-29 01:00:00,26.849217638691325,92.47967479674793,51.52439024390245,163.69047619047626,257.57575757575773
2013-06-29 02:00:00,23.4708392603129,86.890243902439,47.56097560975607,137.64880952380923,245.79124579124576
2013-06-29 03:00:00,23.82645803698435,81.30081300813008,38.414634146341456,130.952380952381,267.6767676767675
2013-06-29 04:00:00,24.00426742532005,81.30081300813008,38.41463414634148,119.04761904761925,240.74074074074076
2013-06-29 05:00:00,24.893314366998574,71.64634146341464,35.975609756097555,113.0952380952385,243.2659932659935
2013-06-29 06:00:00,34.850640113798,60.97560975609755,29.268292682926823,107.1428571428573,209.5959595959595
2013-06-29 07:00:00,35.917496443812226,74.6951219512195,33.536585365853654,139.13690476190476,239.89898989899
2013-06-29 08:00:00,38.762446657183474,92.98780487804875,40.548780487804876,149.55357142857125,276.93602693602674
2013-06-29 09:00:00,41.07396870554765,102.64227642276423,45.731707317073145,178.5714285714285,283.6700336700335
2013-06-29 10:00:00,42.1408250355619,103.1504065040651,48.170731707317046,199.40476190476176,302.18855218855225
2013-06-29 11:00:00,41.9630156472262,115.8536585365855,47.86585365853655,203.8690476190475,311.4478114478115
2013-06-29 12:00:00,40.89615931721195,123.9837398373985,57.317073170731724,209.8214285714285,338.3838383838385
2013-06-29 13:00:00,40.540540540540526,113.8211382113825,46.03658536585365,203.12500000000026,325.75757575757547
2013-06-29 14:00:00,38.762446657183474,102.13414634146342,56.70731707317075,215.77380952380975,318.18181818181824
2013-06-29 15:00:00,39.1180654338549,113.82113821138225,46.951219512195124,205.35714285714275,322.3905723905725
2013-06-29 16:00:00,38.406827880512076,114.329268292683,49.99999999999997,188.988095238095,322.3905723905725
2013-06-29 17:00:00,40.71834992887625,97.05284552845532,50.91463414634145,174.10714285714275,313.973063973064
2013-06-29 18:00:00,42.674253200569,112.8048780487805,48.170731707317074,184.52380952380975,306.3973063973065
2013-06-29 19:00:00,45.34139402560455,116.869918699187,57.92682926829271,172.6190476190475,345.959595959596
2013-06-29 20:00:00,52.631578947368425,128.04878048780475,46.34146341463412,185.26785714285725,317.3400673400675
2013-06-29 21:00:00,44.98577524893315,130.081300813008,53.048780487804905,187.5,284.51178451178475
2013-06-29 22:00:00,40.18492176386915,149.89837398374,61.58536585365853,206.84523809523824,310.6060606060605
2013-06-29 23:00:00,39.82930298719772,134.6544715447155,59.14634146341465,200.14880952380952,294.6127946127945
2013-06-30 00:00:00,39.11806543385492,129.0650406504065,55.487804878048806,165.92261904761926,291.2457912457912
2013-06-30 01:00:00,28.805120910384076,112.29674796747958,45.42682926829268,159.97023809523824,267.6767676767675
2013-06-30 02:00:00,24.7155049786629,104.67479674796739,38.414634146341456,142.85714285714275,256.734006734007
2013-06-30 03:00:00,24.7155049786629,92.98780487804875,40.24390243902435,135.41666666666652,286.1952861952865
2013-06-30 04:00:00,24.5376955903272,83.84146341463412,39.63414634146343,125.74404761904775,260.94276094276097
2013-06-30 05:00:00,25.7823613086771,75.71138211382113,37.80487804878048,113.83928571428575,235.690235690236
2013-06-30 06:00:00,34.850640113798,59.95934959349594,30.182926829268276,113.09523809523824,210.4377104377105
2013-06-30 07:00:00,36.628733997155024,82.82520325203252,28.96341463414635,125.00000000000026,221.3804713804715
2013-06-30 08:00:00,38.94025604551918,99.08536585365867,31.402439024390226,132.440476190476,227.27272727272725
2013-06-30 09:00:00,42.1408250355619,97.56097560975617,35.36585365853657,156.25,255.050505050505
2013-06-30 10:00:00,42.1408250355619,106.19918699186985,42.98780487804878,165.92261904761898,277.77777777777777
2013-06-30 11:00:00,42.4964438122333,127.03252032520325,47.256097560975604,209.8214285714285,290.4040404040405
2013-06-30 12:00:00,42.3186344238976,135.16260162601625,49.69512195121953,219.4940476190475,285.3535353535352
2013-06-30 13:00:00,41.42958748221908,98.57723577235772,46.34146341463415,181.54761904761926,266.83501683501675
2013-06-30 14:00:00,40.89615931721195,89.939024390244,52.743902439024374,188.988095238095,254.20875420875424
2013-06-30 15:00:00,37.87339971550497,100.10162601626035,45.42682926829265,171.87500000000026,277.7777777777775
2013-06-30 16:00:00,35.028449502133725,109.7560975609755,44.817073170731696,156.9940476190475,279.4612794612795
2013-06-30 17:00:00,36.98435277382647,112.29674796747975,42.3780487804878,146.577380952381,277.77777777777777
2013-06-30 18:00:00,41.42958748221908,111.28048780487775,42.682926829268276,142.11309523809524,280.30303030303
2013-06-30 19:00:00,44.45234708392605,130.589430894309,50.00000000000003,156.25,308.922558922559
2013-06-30 20:00:00,52.987197724039824,140.75203252032526,51.21951219512195,206.84523809523824,306.39730639730624
2013-06-30 21:00:00,47.8307254623044,128.55691056910575,54.87804878048785,235.1190476190475,309.76430976430976
2013-06-30 22:00:00,41.251778093883374,148.88211382113826,60.670731707317074,243.3035714285715,308.08080808080825
2013-06-30 23:00:00,38.762446657183474,133.130081300813,55.487804878048806,222.47023809523824,305.55555555555577
2013-07-01 00:00:00,37.87339971550497,119.41056910569125,47.56097560975605,177.08333333333348,281.986531986532
2013-07-01 01:00:00,27.738264580369876,105.69105691056924,40.54878048780485,147.3214285714285,244.10774410774425
2013-07-01 02:00:00,23.648648648648624,86.89024390243902,37.49999999999998,132.44047619047598,219.69696969696975
2013-07-01 03:00:00,23.82645803698435,84.34959349593495,34.756097560975604,134.67261904761875,269.3602693602693
2013-07-01 04:00:00,24.182076813655748,79.2682926829268,34.756097560975604,120.5357142857145,218.85521885521877
2013-07-01 05:00:00,25.24893314367,71.13821138211382,37.1951219512195,113.83928571428592,218.013468013468
2013-07-01 06:00:00,35.5618776671408,73.6788617886179,26.52439024390245,110.11904761904768,203.70370370370375
2013-07-01 07:00:00,41.251778093883345,89.43089430894307,29.268292682926823,143.60119047619048,221.3804713804715
2013-07-01 08:00:00,42.8520625889047,88.92276422764228,37.5,180.05952380952374,250.84175084175126
2013-07-01 09:00:00,41.429587482219105,81.80894308943087,38.41463414634145,181.54761904761898,287.03703703703724
2013-07-01 10:00:00,40.71834992887625,85.3658536585366,38.109756097560954,205.357142857143,324.915824915825
2013-07-01 11:00:00,39.118065433854895,82.82520325203251,40.243902439024374,203.86904761904773,353.53535353535347
2013-07-01 12:00:00,37.87339971550497,111.28048780487799,39.3292682926829,217.26190476190476,367.845117845118
2013-07-01 13:00:00,34.49502133712662,107.21544715447165,34.4512195121951,184.52380952380952,367.003367003367
2013-07-01 14:00:00,32.539118065433854,86.89024390243902,43.292682926829244,177.08333333333348,305.55555555555526
2013-07-01 15:00:00,30.938833570412502,97.56097560975627,50.0,177.82738095238125,283.6700336700335
2013-07-01 16:00:00,31.2944523470839,90.95528455284563,50.0,193.452380952381,295.4545454545457
2013-07-01 17:00:00,33.25035561877665,91.97154471544712,45.12195121951217,184.52380952380975,299.6632996633
2013-07-01 18:00:00,40.007112375533424,120.42682926829275,42.3780487804878,167.41071428571425,335.858585858586
2013-07-01 19:00:00,41.6073968705548,143.80081300813,46.951219512195124,212.79761904761926,339.225589225589
2013-07-01 20:00:00,42.4964438122333,142.7845528455285,49.390243902439025,237.35119047619077,338.383838383838
2013-07-01 21:00:00,41.251778093883374,157.52032520325176,50.609756097560975,230.654761904762,321.54882154882176
2013-07-01 22:00:00,36.09530583214795,157.520325203252,56.70731707317075,264.88095238095224,323.232323232323
2013-07-01 23:00:00,31.65007112375535,154.979674796748,52.43902439024393,230.65476190476198,285.3535353535355
2013-07-02 00:00:00,32.539118065433826,120.9349593495935,45.42682926829265,177.08333333333326,239.057239057239
2013-07-02 01:00:00,25.4267425320057,107.72357723577225,41.15853658536582,144.34523809523802,225.58922558922552
2013-07-02 02:00:00,23.2930298719772,96.03658536585365,34.14634146341463,123.511904761905,205.3872053872055
2013-07-02 03:00:00,23.648648648648624,84.34959349593498,33.23170731707315,122.767857142857,255.89225589225578
2013-07-02 04:00:00,24.5376955903272,90.9552845528455,32.92682926829268,111.607142857143,228.11447811447823
2013-07-02 05:00:00,25.24893314367,88.41463414634146,34.4512195121951,110.8630952380953,225.58922558922575
2013-07-02 06:00:00,34.850640113798,74.1869918699187,26.829268292682926,101.93452380952368,198.6531986531985
2013-07-02 07:00:00,40.00711237553345,81.30081300813008,28.963414634146325,142.11309523809524,212.962962962963
2013-07-02 08:00:00,43.918918918918926,80.28455284552842,29.573170731707325,180.059523809524,243.26599326599325
2013-07-02 09:00:00,40.18492176386915,84.85772357723577,29.5731707317073,159.97023809523824,275.25252525252523
2013-07-02 10:00:00,32.894736842105246,87.90650406504068,26.21951219512195,165.922619047619,280.30303030302997
2013-07-02 11:00:00,36.45092460881935,105.1829268292684,26.829268292682926,177.827380952381,284.5117845117845
2013-07-02 12:00:00,35.56187766714082,101.62601626016283,26.21951219512195,199.40476190476176,290.40404040404024
2013-07-02 13:00:00,33.60597439544807,82.3170731707317,25.609756097560975,172.61904761904776,266.835016835017
2013-07-02 14:00:00,32.539118065433875,84.34959349593498,42.3780487804878,190.47619047619048,270.20202020202026
2013-07-02 15:00:00,29.516358463726903,72.66260162601625,46.036585365853654,167.41071428571425,268.5185185185185
2013-07-02 16:00:00,29.6941678520626,70.630081300813,46.036585365853625,165.1785714285715,263.4680134680135
2013-07-02 17:00:00,31.47226173541965,76.21951219512192,38.71951219512192,164.43452380952374,284.5117845117845
2013-07-02 18:00:00,38.9402560455192,96.5447154471545,34.1463414634146,151.78571428571425,324.07407407407425
2013-07-02 19:00:00,42.3186344238976,115.3455284552845,46.951219512195124,220.23809523809524,340.909090909091
2013-07-02 20:00:00,42.3186344238976,112.8048780487805,62.50000000000003,255.952380952381,336.7003367003367
2013-07-02 21:00:00,41.42958748221908,121.951219512195,59.756097560975626,255.952380952381,300.5050505050505
2013-07-02 22:00:00,36.273115220483646,135.16260162601625,67.98780487804879,252.97619047619025,307.2390572390573
2013-07-02 23:00:00,32.00568990042675,134.14634146341476,55.4878048780488,227.67857142857125,287.037037037037
2013-07-03 00:00:00,32.18349928876243,121.4430894308945,45.12195121951217,162.9464285714285,244.94949494949475
2013-07-03 01:00:00,25.071123755334277,104.67479674796752,39.6341463414634,136.90476190476176,229.79797979798
2013-07-03 02:00:00,23.1152204836415,96.54471544715467,33.536585365853675,122.02380952380975,203.70370370370375
2013-07-03 03:00:00,23.293029871977225,90.95528455284553,32.317073170731724,125.74404761904775,230.6397306397305
2013-07-03 04:00:00,23.82645803698435,88.41463414634146,31.402439024390247,114.58333333333324,213.804713804714
2013-07-03 05:00:00,24.715504978662874,74.69512195121952,31.707317073170724,107.8869047619048,213.804713804714
2013-07-03 06:00:00,35.917496443812226,64.53252032520328,31.097560975609753,99.7023809523811,190.23569023569024
2013-07-03 07:00:00,40.54054054054055,77.23577235772358,39.63414634146338,150.297619047619,220.5387205387205
2013-07-03 08:00:00,42.674253200569,88.41463414634146,42.98780487804875,171.875,244.94949494949498
2013-07-03 09:00:00,41.07396870554768,86.89024390243902,40.85365853658535,165.17857142857125,283.6700336700337
2013-07-03 10:00:00,40.71834992887625,88.92276422764238,37.49999999999998,177.08333333333348,316.4983164983165
2013-07-03 11:00:00,38.22901849217637,98.57723577235802,41.76829268292683,177.0833333333335,308.9225589225588
2013-07-03 12:00:00,34.850640113798,120.9349593495935,44.817073170731675,195.68452380952374,339.22558922558926
2013-07-03 13:00:00,34.672830725462326,101.11788617886165,48.78048780487805,170.386904761905,299.66329966329977
2013-07-03 14:00:00,34.139402560455174,92.47967479674794,57.31707317073173,174.85119047619074,293.77104377104376
2013-07-03 15:00:00,30.938833570412502,88.4146341463415,46.951219512195095,164.43452380952374,293.77104377104376
2013-07-03 16:00:00,31.294452347083926,97.05284552845518,57.317073170731746,160.71428571428575,278.6195286195285
2013-07-03 17:00:00,32.71692745376955,89.43089430894307,46.34146341463412,148.8095238095235,295.4545454545457
2013-07-03 18:00:00,40.540540540540576,114.83739837398377,53.96341463414635,154.7619047619045,315.65656565656576
2013-07-03 19:00:00,43.5633001422475,133.130081300813,54.8780487804878,217.26190476190476,362.794612794613
2013-07-03 20:00:00,48.008534850640125,160.06097560975599,68.90243902439025,260.41666666666674,322.3905723905725
2013-07-03 21:00:00,44.80796586059745,156.50406504065052,58.84146341463415,270.0892857142857,287.87878787878776
2013-07-03 22:00:00,39.4736842105263,145.83333333333348,66.15853658536585,257.440476190476,311.4478114478115
2013-07-03 23:00:00,32.71692745376955,141.260162601626,62.8048780487805,225.4464285714285,297.97979797979775
2013-07-04 00:00:00,34.139402560455174,134.1463414634145,50.91463414634148,165.1785714285715,260.10101010101
2013-07-04 01:00:00,26.315789473684227,117.8861788617885,40.54878048780485,152.529761904762,243.265993265993
2013-07-04 02:00:00,23.648648648648624,104.16666666666673,38.109756097560954,123.51190476190474,222.22222222222226
2013-07-04 03:00:00,23.64864864864865,96.03658536585372,38.414634146341456,130.20833333333326,249.15824915824925
2013-07-04 04:00:00,23.64864864864865,99.08536585365873,39.02439024390243,119.79166666666674,219.69696969696975
2013-07-04 05:00:00,24.537695590327175,85.87398373983737,39.024390243902424,121.279761904762,244.10774410774425
2013-07-04 06:00:00,35.9174964438122,70.1219512195122,38.109756097560975,107.14285714285751,204.5454545454545
2013-07-04 07:00:00,40.896159317211946,76.72764227642277,41.15853658536582,163.69047619047626,236.5319865319865
2013-07-04 08:00:00,43.0298719772404,99.59349593495945,51.52439024390245,202.38095238095227,244.949494949495
2013-07-04 09:00:00,41.42958748221908,107.21544715447175,41.463414634146325,203.12499999999974,316.49831649831674
2013-07-04 10:00:00,39.118065433854895,87.39837398373984,58.23170731707317,213.54166666666652,327.4410774410775
2013-07-04 11:00:00,38.9402560455192,111.7886178861787,46.951219512195095,218.75,332.4915824915825
2013-07-04 12:00:00,34.1394025604552,126.5243902439025,41.15853658536585,240.327380952381,355.2188552188555
2013-07-04 13:00:00,36.09530583214792,109.24796747967483,43.90243902439022,194.1964285714285,322.3905723905725
2013-07-04 14:00:00,33.07254623044098,104.67479674796752,57.01219512195123,213.54166666666674,325.75757575757575
